Price,Days On Market,County,City,# Full Baths,# Half Baths,# of Bedrooms,Approx Number of Acres,Approx Total Sq Ft,Approximate Year Built,Basement,Garage Capacity,Carport Capacity
"$109,000",28,Trigg,Cadiz,1,0,2,7.81,1600,,No,0,0
"$109,000",111,McCracken,Paducah,2,0,3,0.31,1400,,No,2,0
"$109,000",402,Marshall,Gilbertsville,1,1,3,0.66,2096,1968,Yes,0,3
"$109,000",36,Marshall,Benton,1,0,3,0.19,1334,1950,No,0,0
"$109,000",79,Marshall,Benton,1,0,2,3.63,1040,1950,No,2,1
"$109,000",34,Marshall,Calvert City,2,0,3,0.3,1204,2007,No,0,1
"$109,000",87,McCracken,Paducah,2,0,3,0.37,1344,1996,No,1,0
"$109,000",56,Graves,Mayfield,2,0,2,0.22,1612,1965,No,1,1
"$109,000",117,McCracken,Paducah,2,0,2,5.43,1137,,No,0,2
"$109,000",65,McCracken,Paducah,2,0,3,0.21,1203,2001,No,1,0
"$109,000",62,Lyon,Eddyville,2,0,3,0.45,1974,1979,Yes,1,1
"$109,000",231,Trigg,Cadiz,2,0,3,0.5,1258,2004,No,1,0
"$109,000",197,Calloway,Murray,2,0,4,0.8,2266,,No,0,2
"$109,000",164,Calloway,Dexter,1,0,3,0.5,1404,,No,0,1
"$109,000",66,Caldwell,Princeton,2,0,3,0.3,1965,1923,Yes,0,0
"$109,000",150,Marshall,Calvert City,1,0,3,0.2,1065,1973,No,0,1
"$109,000",50,Christian,Pembroke,2,0,3,0.51,1718,,Yes,0,2
"$109,000",88,Caldwell,Princeton,1,1,2,2.21,1272,,No,0,2
"$109,000",141,McCracken,Paducah,3,1,3,0.17,2364,1884,Yes,2,0
"$109,000",184,Trigg,Cadiz,1,2,3,0.38,1768,1976,Yes,2,1
"$109,000",42,McCracken,Paducah,1,0,2,1,1106,1944,Yes,2,0
"$109,000",51,Calloway,Murray,1,1,3,0.25,1120,2002,No,0,0
"$109,000",55,McCracken,Paducah,1,0,2,0.21,1152,1955,No,2,0
"$109,000",254,Hickman,Clinton,2,0,3,2,2278,1970,Yes,1,1
"$109,000",229,Trigg,Cadiz,1,0,3,0.4,1000,,No,2,0
"$109,000",176,Graves,Hickory,3,0,3,1.57,2080,1966,No,2,0
"$109,000",76,McCracken,Paducah,2,0,3,0.34,1536,2008,Yes,0,0
"$109,000",43,McCracken,Paducah,1,0,3,0.19,1200,1952,No,1,0
"$109,000",135,McCracken,Paducah,1,0,3,0.5,1484,,No,2,1
"$109,000",21,Calloway,Farmington,1,0,2,9.5,1140,,No,2,0
"$109,000",145,Marshall,Benton,2,0,3,0.72,1970,1935,Yes,0,2
"$109,000",31,Marshall,Benton,1,1,3,1.32,1400,1975,Yes,0,0
"$109,000",172,Carlisle,Bardwell,2,0,3,0.33,1674,1962,Yes,1,0
"$109,000",511,Marshall,Benton,2,0,3,1.54,2432,1972,Yes,0,1
"$109,000",60,Marshall,Benton,1,0,2,0.89,1035,1963,No,0,1
"$109,300",134,McCracken,Paducah,1,1,3,0.24,1922,1976,No,2,0
"$109,500",71,Calloway,Murray,2,0,3,0.32,1554,,No,1,1
"$109,500",81,Graves,Mayfield,1,1,4,0.52,1755,1964,Yes,0,1
"$109,500",105,McCracken,Paducah,2,0,3,0.75,1786,1960,No,2,1
"$109,500",49,Livingston,Ledbetter,2,0,3,0.5,1600,1999,No,1,0
"$109,500",128,McCracken,Kevil,2,0,3,0.18,1098,1998,No,1,0
"$109,500",150,Graves,Melber,2,0,3,1,1600,,No,2,0
"$109,500",79,Fulton,Fulton,2,0,4,1,2485,1987,No,2,2
"$109,594",98,Marshall,Benton,1,0,2,1,900,1950,Yes,0,0
"$109,600",57,Calloway,Murray,2,0,3,0.52,1550,,No,3,0
"$109,900",32,Graves,Symsonia,1,0,3,4,1056,,No,2,0
"$109,900",59,Lyon,Eddyville,1,0,2,0.25,1231,,No,0,1
"$109,900",58,McCracken,Paducah,2,0,3,0.25,1113,1998,No,1,0
"$109,900",48,Ballard,Kevil,2,0,3,1.67,2141,1900,Yes,3,0
"$109,900",42,McCracken,Paducah,1,0,2,0.17,908,,No,1,0
"$109,900",64,McCracken,Paducah,2,0,3,0.28,2476,,No,2,1
"$109,900",38,McCracken,West Paducah,2,0,2,0.7,1361,1978,No,1,0
"$109,900",92,Trigg,Cadiz,2,1,3,0.5,1500,1968,No,1,0
"$109,900",15,McCracken,Kevil,2,0,2,1.38,1530,1969,No,2,1
"$109,900",39,Marshall,Calvert City,1,0,3,1,1053,,No,1,0
"$109,900",41,Ballard,LaCenter,1,0,2,0.24,956,,No,1,0
"$109,900",56,McCracken,Paducah,1,0,3,0.15,1152,1953,No,0,1
"$109,900",54,McCracken,Paducah,2,0,3,0.25,1288,2004,No,2,0
"$109,900",38,Marshall,Calvert City,2,0,4,0.37,1300,1970,No,1,0
"$109,900",288,McCracken,Paducah,1,0,3,0.44,1308,1965,No,2,1
"$109,900",0,Christian,Hopkinsville,2,0,3,0.75,1007,,No,0,0
"$109,900",19,Trigg,Cadiz,2,0,3,0.25,1752,,Yes,0,1
"$109,900",71,Other,Springville,2,0,2,1.25,1152,1985,No,0,1
"$110,000",38,McCracken,Paducah,1,1,3,0.37,1487,1975,No,2,0
"$110,000",193,Livingston,Ledbetter,1,0,3,0.25,1464,1980,No,2,0
"$110,000",172,Graves,Mayfield,1,0,3,0.3,1248,1977,No,0,0
"$110,000",133,Calloway,Almo,1,0,2,3.5,1040,1964,No,0,2
"$110,000",33,Graves,Mayfield,2,0,3,0,1142,,No,0,1
"$110,000",111,McCracken,Paducah,2,0,4,0.7,1440,1978,No,2,1
"$110,000",153,McCracken,Paducah,1,1,2,0.18,1520,1941,No,1,0
"$110,000",50,Calloway,Farmington,2,0,3,0.5,1454,,No,2,0
"$110,000",49,McCracken,Paducah,1,0,3,0.24,1344,1962,No,0,0
"$110,000",40,Marshall,Calvert City,1,0,2,0.3,1512,,Yes,1,0
"$110,000",260,Calloway,Almo,2,0,3,0.61,1868,1980,No,1,0
"$110,000",31,McCracken,Paducah,1,1,4,0.16,1264,1953,No,1,0
"$110,000",201,Calloway,Murray,2,0,3,0.3,1458,1975,No,2,0
"$110,000",0,McCracken,Paducah,1,1,3,0.21,1229,,Yes,1,0
"$110,000",133,Lyon,Eddyville,2,0,3,0.26,1717,,Yes,1,0
"$110,000",75,McCracken,Paducah,2,0,3,0.42,1404,1983,No,1,0
"$110,000",45,McCracken,Paducah,2,0,2,0,1566,,No,0,0
"$110,000",49,Graves,Mayfield,2,0,3,1.03,1289,1978,No,2,0
"$110,000",103,Lyon,Eddyville,2,0,3,1.5,2200,1996,Yes,0,0
"$110,000",138,Trigg,Cadiz,2,0,3,0.5,1680,1994,Yes,1,0
"$110,000",108,Lyon,Eddyville,2,1,4,0.5,3082,,No,0,0
"$110,000",114,McCracken,Paducah,1,1,3,0.4,1881,1973,No,0,0
"$110,000",98,Marshall,Calvert City,1,0,2,12.5,1508,1950,No,0,0
"$110,000",113,Marshall,Calvert City,2,0,3,0.48,1470,1986,No,1,0
"$110,000",391,Graves,Mayfield,2,0,4,0.24,2662,1962,Yes,0,1
"$110,000",274,Calloway,Murray,2,0,3,0.4,1540,1970,No,0,1
"$110,000",86,Calloway,Murray,2,0,3,0.29,1529,,No,0,2
"$110,000",50,Calloway,Murray,1,0,3,0.5,1350,,No,0,1
"$110,000",87,McCracken,Paducah,1,0,3,0.19,1388,,Yes,1,1
"$110,000",50,McCracken,Paducah,1,0,2,0.82,1054,1940,Yes,1,0
"$110,000",59,Calloway,Murray,2,0,2,0.3,1230,,No,1,0
"$110,000",62,Graves,Mayfield,2,0,2,0.73,1110,1984,No,2,1
"$110,000",92,Lyon,Eddyville,2,0,2,0.4,1000,1962,Yes,0,1
"$110,000",100,McCracken,Paducah,2,0,3,1,1848,1973,No,2,0
"$110,000",0,Calloway,Murray,1,0,3,1,1413,1962,No,0,1
"$110,000",198,Graves,Sedalia,2,0,4,0.38,1946,,Yes,1,0
"$110,000",[Listing Date Or Off Market Date Is Null],Marshall,Benton,1,0,3,0.3,1150,1960,No,0,1
"$110,000",57,Calloway,Murray,2,0,4,0.26,1983,,No,0,0
"$110,000",99,McCracken,Paducah,2,0,3,0.2,1456,,No,1,0
"$110,000",87,Caldwell,Princeton,2,0,3,0.3,1107,,No,0,0
"$110,000",64,McCracken,Paducah,1,1,3,0.27,1064,1968,No,0,1
"$110,000",112,Graves,Mayfield,1,0,3,0.28,1158,,No,0,1
"$110,000",43,Graves,Mayfield,1,1,3,0.44,1960,1950,No,0,1
"$110,000",66,Calloway,Murray,1,0,2,0.3,1230,1968,No,1,0
"$110,000",32,Graves,Mayfield,1,0,4,2,1696,,No,0,2
"$110,000",468,Marshall,Benton,3,0,3,1.2,1736,,No,2,0
"$110,000",60,Lyon,Eddyville,2,0,3,0.48,1336,2007,No,0,1
"$110,000",37,McCracken,Paducah,1,0,3,0.3,1298,1951,No,0,2
"$110,000",0,Carlisle,Bardwell,1,0,2,0.45,1245,,No,2,0
"$110,000",62,Marshall,Calvert City,2,0,3,0.28,2088,,No,0,2
"$110,000",365,Livingston,Grand Rivers,2,1,5,0.68,4928,1969,Yes,0,2
"$110,000",0,McCracken,Boaz,1,0,2,1.74,841,1950,No,2,0
"$110,000",104,Livingston,Ledbetter,2,0,3,0.52,1404,1974,No,2,0
"$110,000",201,Calloway,New Concord,2,0,3,0.63,1472,,Yes,2,0
"$110,000",78,McCracken,Paducah,2,0,3,0.74,1423,1953,No,1,2
"$110,000",72,Marshall,Benton,2,0,3,1.3,1120,1975,No,1,0
"$110,000",118,Graves,Boaz,1,0,3,16.5,1600,1970,No,0,2
"$110,000",53,McCracken,Paducah,1,0,3,1,1411,1947,No,0,0
"$110,000",55,Marshall,Calvert City,1,0,3,0.29,1176,1955,No,2,0
"$110,000",86,Calloway,Murray,2,0,3,0.32,1100,,No,1,0
"$110,000",0,Christian,Hopkinsville,2,0,2,0.33,1100,,No,1,0
"$110,000",0,Calloway,Murray,2,0,3,0.5,1700,,No,0,1
"$110,000",72,Caldwell,Princeton,1,0,3,0.25,1246,,No,0,1
"$110,000",88,Calloway,Murray,2,0,3,0.31,1471,,No,0,1
"$110,000",882,Trigg,Cadiz,2,0,3,0.5,1308,1997,No,1,0
"$110,000",89,Trigg,Cadiz,2,0,3,2.1,1400,1994,No,0,2
"$110,000",34,McCracken,Paducah,1,0,3,0.24,972,1962,No,0,1
"$110,000",255,Marshall,Gilbertsville,2,0,4,0.46,1512,1977,No,1,0
"$110,000",31,Caldwell,Princeton,1,0,2,0.5,832,1987,No,0,1
"$110,000",61,Calloway,Murray,2,0,3,3.62,1220,,No,0,1
"$110,000",0,McCracken,Paducah,1,0,2,0.15,1660,1892,No,0,0
"$110,000",0,Trigg,Cadiz,2,0,3,0.41,1260,,No,0,0
"$110,000",142,Calloway,Murray,1,1,3,0.27,1255,1989,No,1,0
"$110,000",49,Marshall,Benton,2,0,4,1.69,2424,1995,No,1,0
"$110,000",79,McCracken,Paducah,1,0,3,0.22,1517,1952,No,1,0
"$110,000",135,Marshall,Benton,2,0,3,0.92,1316,1963,No,0,2
"$110,000",155,McCracken,Paducah,2,0,3,0.3,1902,,No,2,0
"$110,000",0,Lyon,Kuttawa,1,0,2,0.61,864,,No,0,0
"$110,000",83,Trigg,Cadiz,1,1,2,0.5,835,,Yes,1,0
"$110,000",129,McCracken,Paducah,1,1,3,0.49,1853,1972,Yes,0,2
"$110,000",30,Marshall,Calvert City,2,0,3,1.4,1760,1970,No,3,0
"$110,000",94,Calloway,Murray,2,0,3,0.46,1428,,Yes,1,1
"$110,000",54,McCracken,Paducah,2,0,3,0.24,2608,1907,No,1,0
"$110,000",295,Marshall,Hardin,1,0,1,1.43,720,2006,No,2,0
"$110,000",88,McCracken,Paducah,2,0,2,0.3,1714,1932,Yes,0,0
"$110,000",72,Graves,Wingo,2,0,2,0.57,1014,,No,0,2
"$110,000",39,Graves,Mayfield,3,0,4,0.25,1937,1970,No,2,0
"$110,000",40,Marshall,Hardin,1,0,2,0.34,1020,2010,No,2,0
"$110,000",47,Caldwell,Princeton,1,0,2,0.6,1176,,Yes,1,0
"$110,000",68,Marshall,Benton,1,0,2,1.5,1048,1976,No,0,1
"$110,000",55,McCracken,Paducah,1,1,2,0.13,1224,1916,Yes,0,0
"$110,000",58,Marshall,Benton,1,0,2,0.12,752,1946,No,0,1
"$110,000",136,Calloway,Murray,2,0,3,0.62,2775,,Yes,0,0
"$110,000",315,Graves,Mayfield,2,0,3,0.59,1957,1976,No,1,1
"$110,000",19,Calloway,Murray,2,1,5,0.32,3175,,Yes,0,0
"$110,000",50,Graves,Mayfield,2,0,3,0.11,1195,,No,1,0
"$110,000",73,Trigg,Cadiz,2,0,2,0.2,1122,1995,No,1,0
"$110,000",86,Calloway,Murray,2,0,4,1.37,1320,1971,No,2,0
"$110,000",19,Caldwell,Princeton,1,0,3,0.25,1168,,No,1,0
"$110,000",38,McCracken,Paducah,1,0,2,0.3,962,1963,Yes,1,0
"$110,000",199,McCracken,Paducah,2,0,3,0.6,1392,,No,0,2
"$110,000",51,McCracken,Paducah,1,0,3,0.21,1008,,No,2,0
"$110,000",68,Graves,Mayfield,1,0,3,0.21,1373,,No,1,0
"$110,000",102,Marshall,Benton,2,0,3,0.3,2088,1950,No,1,1
"$110,000",49,McCracken,Paducah,2,0,2,0.21,1440,1996,No,0,0
"$110,000",598,Marshall,Calvert City,2,0,3,0.53,1905,,No,0,0
"$110,000",41,McCracken,Paducah,1,0,3,0.25,1770,1935,No,1,1
"$110,000",0,Calloway,Murray,1,0,3,0.31,1092,,No,0,0
"$110,000",317,McCracken,Paducah,2,0,3,0.5,1264,2007,No,2,0
"$110,000",138,Calloway,Murray,1,1,3,0.27,1699,,No,0,0
"$110,000",59,McCracken,Paducah,2,0,4,0.6,1400,,No,2,0
"$110,000",87,McCracken,Paducah,1,0,3,0.49,1269,1952,No,0,1
"$110,000",61,Trigg,Cadiz,2,0,3,1.63,1770,1960,Yes,2,1
"$110,000",77,Trigg,Cadiz,2,1,3,0.83,1584,,Yes,1,2
"$110,000",76,McCracken,Paducah,2,0,2,0.32,1188,1956,No,1,2
"$110,000",0,McCracken,Paducah,1,0,2,0.3,1032,1950,No,0,1
"$110,000",133,Marshall,Benton,2,0,3,1.77,1008,1984,No,0,1
"$110,000",32,McCracken,Kevil,2,0,3,1.66,1209,1998,No,2,0
"$110,000",40,McCracken,Paducah,2,0,4,0.34,1551,1988,No,1,0
"$110,000",533,Calloway,Farmington,1,0,4,9,1560,1962,No,1,0
"$110,000",29,Christian,Hopkinsville,1,0,3,0.25,1100,,No,0,0
"$110,000",204,Graves,Mayfield,2,0,3,2.6,1896,,No,2,2
"$110,000",67,McCracken,Paducah,1,0,3,0.23,1235,1961,No,0,1
"$110,000",139,McCracken,Paducah,2,0,3,0,1479,1971,No,2,0
"$110,000",56,McCracken,Paducah,1,0,3,0.19,972,1953,No,0,0
"$110,000",48,Graves,Sedalia,2,0,2,2.09,1590,1973,No,4,0
"$110,000",42,Calloway,Hazel,1,0,3,2,1547,,Yes,1,0
"$110,000",143,McCracken,Paducah,2,1,3,0.25,1792,1980,No,2,0
"$110,000",42,McCracken,Paducah,1,0,2,0.8,1056,,No,0,2
"$110,000",27,McCracken,Paducah,1,0,3,0.21,1251,1926,No,0,0
"$110,000",199,Trigg,Cadiz,2,0,3,1.5,1691,1975,No,2,0
"$110,000",28,Christian,Hopkinsville,2,0,3,0.4,1740,1973,No,3,0
"$110,000",0,McCracken,Paducah,2,0,3,0.2,1174,,No,0,0
"$110,000",81,McCracken,Paducah,2,0,3,0.5,1625,,No,0,2
"$110,000",0,Graves,Mayfield,1,1,3,0.26,1251,,No,1,1
"$110,000",138,Lyon,Eddyville,2,0,3,0.25,1302,,No,1,0
"$110,000",26,Calloway,Murray,1,0,3,0.31,1181,,No,1,0
"$110,000",305,McCracken,Paducah,2,0,3,0.5,1558,1948,No,0,2
"$110,000",73,McCracken,Paducah,1,0,2,1.21,1069,1959,No,0,1
"$110,000",50,McCracken,Paducah,1,0,3,0.17,972,,No,0,1
"$110,000",40,Marshall,Benton,2,0,3,0.23,1248,,No,1,0
"$110,000",49,Graves,Mayfield,2,0,3,0.2,1459,,No,0,1
"$110,000",52,Marshall,Calvert City,1,1,3,0.2,2440,1966,Yes,0,0
"$110,000",68,McCracken,Paducah,1,0,2,0.12,1100,,No,0,0
"$110,000",107,McCracken,Paducah,2,0,3,0.22,1626,,Yes,2,0
"$110,000",182,Marshall,Gilbertsville,2,0,3,0.38,1500,2001,No,0,0
"$110,000",55,McCracken,West Paducah,1,0,3,0.95,1391,,No,1,0
"$110,000",51,Other,"Martin, TN",2,1,3,0.33,1800,,No,0,0
"$110,000",45,Calloway,Farmington,1,0,3,0.5,1560,1973,No,1,0
"$110,000",879,Lyon,Eddyville,2,0,3,1.5,1350,,No,2,0
"$110,000",139,Crittenden,Marion,2,0,3,8,1600,1983,No,4,0
"$110,000",44,Lyon,Eddyville,1,0,1,1.5,560,2014,No,2,2
"$110,000",47,Graves,Mayfield,2,0,2,0.21,1858,,No,0,1
"$110,000",66,McCracken,Paducah,1,0,3,0.36,1120,1965,No,1,1
"$110,000",37,McCracken,Paducah,1,1,3,0.21,1176,1969,No,0,1
"$110,000",70,Calloway,Murray,5,0,5,0.22,4602,,Yes,0,0
"$110,000",120,McCracken,Paducah,1,1,3,1.2,2304,1945,No,2,0
"$110,000",0,McCracken,West Paducah,2,0,2,1.85,1152,1986,No,1,0
"$110,000",120,Calloway,Murray,2,0,3,1,1692,,No,1,0
"$110,000",0,Graves,Mayfield,1,0,2,0.5,1057,1997,No,2,1
"$110,000",186,Caldwell,Fredonia,2,0,3,0.73,1398,1993,No,2,0
"$110,000",21,Calloway,Murray,1,1,3,0.3,1450,1967,No,2,1
"$110,000",171,Calloway,Murray,2,1,3,0.37,1952,1980,No,2,0
"$110,000",25,Graves,Mayfield,2,0,3,0.41,1176,,No,2,0
"$110,000",0,Trigg,Eddyville,3,0,2,1.1,1250,,No,1,0
"$110,000",112,Marshall,Benton,2,1,3,0.21,2867,1942,Yes,0,0
"$110,000",0,Marshall,Benton,1,1,3,0.43,1248,1968,No,0,1
"$110,000",137,Trigg,Cadiz,2,0,2,0.3,1150,1995,No,1,0
"$110,000",405,Caldwell,Princeton,2,0,5,0.23,1802,,Yes,0,0
"$110,000",84,Marshall,Benton,1,1,3,1.61,1920,1983,Yes,2,1
"$110,000",26,Livingston,Grand Rivers,1,0,2,0.5,928,,No,0,1
"$110,000",85,Christian,Oak Grove,2,0,3,1.43,1005,1998,No,1,0
"$110,000",35,Caldwell,Princeton,1,1,4,0.15,1749,,Yes,2,0
"$110,000",0,Calloway,Murray,1,1,3,23,1025,,No,0,0
"$110,000",101,McCracken,Paducah,2,0,4,1,1800,,No,0,2
"$110,000",173,Calloway,Murray,2,0,3,0.3,1385,,No,0,0
"$110,000",142,Marshall,Benton,2,0,3,1.05,1272,1986,No,1,2
"$110,000",34,Calloway,Murray,2,0,2,0.25,1033,1996,No,1,0
"$110,000",0,McCracken,Paducah,1,0,3,0.77,1712,,No,0,0
"$110,000",15,Graves,Mayfield,1,0,1,2.1,1395,1996,No,1,0
"$110,100",21,McCracken,Paducah,1,0,2,0.76,1093,1961,No,1,0
"$110,300",0,McCracken,Paducah,1,0,3,0.25,1000,,No,0,0
"$110,400",189,McCracken,Paducah,3,0,4,0.2,1850,1980,No,1,0
"$110,500",330,Marshall,Benton,1,0,2,1.15,1940,1963,No,0,2
"$110,500",55,Marshall,Benton,1,0,2,0.48,1228,1970,No,1,0
"$110,500",210,Calloway,Kirksey,2,0,3,0.65,1469,1978,No,2,0
"$110,500",166,Marshall,Benton,1,0,3,0.89,1288,1960,No,2,0
"$110,500",37,McCracken,Paducah,2,0,3,0,1452,1952,No,0,0
"$110,500",63,Fulton,Hickman,2,0,3,0.38,1978,1978,No,0,0
"$110,500",102,McCracken,Paducah,2,0,4,0.61,1911,1951,No,1,2
"$110,500",67,Calloway,Hazel,1,1,3,0.32,2785,1952,No,1,0
"$110,619",60,Livingston,Grand Rivers,2,0,2,0.48,900,2018,Yes,0,1
"$110,700",61,McCracken,Paducah,1,0,2,0.19,1699,1927,Yes,1,0
"$110,750",12,McCracken,West Paducah,1,0,3,0.47,986,,No,1,0
"$110,900",75,McCracken,Paducah,2,0,3,0.19,1515,1940,Yes,0,0
"$111,000",164,Graves,Mayfield,2,1,4,1,2100,1991,No,2,0
"$111,000",0,Carlisle,Bardwell,1,0,2,1,812,1948,No,0,0
"$111,000",69,McCracken,Paducah,2,0,3,0,1554,1920,No,0,0
"$111,000",135,McCracken,Paducah,2,0,3,0.98,1200,1993,No,2,0
"$111,000",71,Calloway,Murray,1,0,3,0.23,1411,1964,No,1,0
"$111,000",70,Graves,Mayfield,2,0,3,0.25,1198,1997,No,1,0
"$111,000",47,Calloway,Hazel,2,0,2,0.4,1118,,No,1,0
"$111,000",113,Marshall,Benton,1,0,2,0.48,1350,1988,No,1,0
"$111,000",51,McCracken,Kevil,2,0,3,1,1246,1989,No,3,0
"$111,000",30,Marshall,Benton,1,0,2,0.6,981,1950,No,1,0
"$111,000",99,Graves,Mayfield,1,0,3,2,1716,1969,No,0,2
"$111,400",85,Graves,Mayfield,1,0,3,0.69,1223,1970,No,0,1
"$111,500",44,Calloway,Murray,1,1,2,0.42,816,,No,0,1
"$111,500",132,McCracken,Paducah,1,1,4,1.72,2035,1946,Yes,2,0
"$111,500",155,Livingston,Grand Rivers,2,1,4,0.47,2094,,Yes,1,0
"$111,500",0,Christian,Hopkinsville,2,0,2,0.5,1188,,No,1,0
"$111,500",71,Marshall,Benton,2,0,3,0.18,1251,1950,Yes,0,0
"$111,500",209,Lyon,Eddyville,1,0,3,0.5,1277,,No,1,0
"$111,500",189,McCracken,Paducah,2,0,3,0,1375,1972,No,0,1
"$111,500",90,McCracken,Paducah,1,0,3,0.25,1276,1952,No,2,0
"$111,500",98,Tennessee,Puryear,1,1,4,13,1542,,No,2,2
"$111,500",42,McCracken,Paducah,2,0,3,0.25,1150,1982,No,0,1
"$111,750",650,Graves,Mayfield,2,0,3,22,1793,,Yes,0,1
"$111,900",42,Graves,Mayfield,1,0,2,0.26,1430,,No,0,0
"$111,900",196,Calloway,Murray,2,0,3,0.42,1263,1974,No,0,1
"$112,000",761,Graves,Mayfield,2,0,4,0.47,1948,,No,0,2
"$112,000",50,McCracken,Paducah,1,0,3,0.28,1008,1952,No,0,0
"$112,000",37,Marshall,Benton,1,0,2,0.36,1032,1955,No,2,0
"$112,000",118,Graves,Hickory,2,0,5,5.8,1843,1940,Yes,2,0
"$112,000",44,Graves,Boaz,2,0,3,4.71,1928,1920,No,2,0
"$112,000",25,Calloway,Murray,2,0,2,0.19,1262,1998,No,1,0
"$112,000",57,Marshall,Calvert City,1,0,3,0.2,1389,1970,No,0,0
"$112,000",42,McCracken,Paducah,1,0,3,0.57,1390,1959,No,0,0
"$112,000",110,Trigg,Cadiz,2,0,2,0.75,1458,2002,No,2,0
"$112,000",131,McCracken,Paducah,2,0,4,0.21,1660,1951,No,0,0
"$112,000",56,McCracken,Paducah,1,1,3,0.38,1100,,No,0,0
"$112,000",115,McCracken,Paducah,2,0,3,0,1944,1965,No,2,0
"$112,000",51,Marshall,Gilbertsville,1,1,3,0.5,1292,1973,No,2,2
"$112,000",57,McCracken,Paducah,2,0,3,0.24,1550,2010,No,0,0
"$112,000",230,McCracken,Paducah,2,0,3,0.65,1344,1958,No,0,1
"$112,000",88,McCracken,Paducah,2,0,3,0.24,2608,1907,No,1,0
"$112,000",0,Trigg,Cerulean,1,0,3,3,2134,,No,0,0
"$112,000",55,McCracken,Kevil,2,0,3,0.18,1144,1998,No,1,0
"$112,000",67,McCracken,Paducah,2,0,3,0.23,1008,1951,No,0,0
"$112,000",316,McCracken,Paducah,2,0,3,0.38,1324,1989,No,3,0
"$112,000",104,Marshall,Benton,1,1,3,0.4,1624,1970,Yes,2,0
"$112,000",48,Crittenden,Marion,2,0,3,1.4,1200,1957,Yes,1,2
"$112,000",0,Christian,Hopkinsville,2,0,3,0.26,1700,1977,No,0,0
"$112,000",45,Hickman,Wingo,2,0,3,3.44,1234,2007,No,2,0
"$112,000",63,Marshall,Benton,2,0,3,1.19,1076,1987,No,0,0
"$112,000",29,McCracken,Paducah,2,0,5,0.22,2320,1927,No,0,1
"$112,000",44,McCracken,Paducah,1,0,3,0,1440,1959,No,2,0
"$112,000",222,Calloway,Kirksey,2,0,3,0.67,2100,1977,No,2,0
"$112,000",200,McCracken,Paducah,2,0,3,0.17,1957,1952,No,0,1
"$112,000",271,McCracken,Paducah,2,1,3,0.33,1794,,No,2,0
"$112,000",46,McCracken,Paducah,1,0,4,0.17,1325,,No,0,1
"$112,000",534,Lyon,Fredonia,2,0,3,2,1600,,Yes,2,0
"$112,000",74,Marshall,Benton,1,0,3,0.35,1184,1951,No,0,0
"$112,000",60,Graves,Hickory,1,0,2,5.2,816,1969,Yes,2,1
"$112,000",65,McCracken,Paducah,1,1,3,0,1222,1965,No,2,0
"$112,000",119,McCracken,Paducah,1,0,4,0.2,1280,1951,No,1,0
"$112,000",0,McCracken,Paducah,2,0,3,0.35,1547,1980,No,1,0
"$112,000",39,McCracken,Paducah,1,1,3,0.33,1470,1911,No,1,0
"$112,000",250,Calloway,Kirksey,2,0,4,0.3,1893,,Yes,1,0
"$112,000",303,Marshall,Benton,1,0,4,1.44,1824,,No,2,1
"$112,000",118,Crittenden,Marion,2,0,3,1.58,1597,1977,Yes,0,1
"$112,000",55,Graves,Mayfield,2,0,3,0.1,1182,,No,0,0
"$112,000",47,Marshall,Benton,1,0,2,2.16,880,1960,No,0,1
"$112,000",54,Calloway,Murray,1,1,3,0.47,1528,,No,0,1
"$112,000",0,Lyon,Kuttawa,1,0,2,1,1092,1960,Yes,0,0
"$112,000",35,Ballard,Wickliffe,1,0,3,0.25,1200,1996,No,0,0
"$112,000",46,Calloway,Murray,1,0,3,0.26,1137,,No,2,0
"$112,000",125,Livingston,Grand Rivers,1,1,3,2,1904,1978,Yes,4,0
"$112,200",77,McCracken,Paducah,1,0,2,0.21,768,1951,No,2,0
"$112,200",37,Calloway,Murray,1,0,3,0.26,1350,,No,1,0
"$112,245",344,McCracken,Paducah,2,0,3,0.22,1969,1939,No,1,0
"$112,300",62,Calloway,Murray,2,0,3,0.59,1138,2000,No,0,1
"$112,500",40,Marshall,Benton,2,0,2,0.92,1298,2000,No,2,0
"$112,500",78,McCracken,Paducah,1,1,3,0.6,1750,,No,2,0
"$112,500",53,Calloway,Almo,2,0,2,1.69,1500,,No,2,0
"$112,500",35,Calloway,Murray,1,0,2,0.7,1075,,No,0,1
"$112,500",183,Graves,Mayfield,2,0,3,0.84,1530,1996,No,2,0
"$112,500",228,Christian,Oak Grove,2,0,3,0.45,1300,1990,No,1,0
"$112,500",122,Trigg,Cadiz,2,0,2,0.1,1095,2008,No,1,0
"$112,500",94,McCracken,Paducah,2,0,3,0.98,2175,1948,No,1,0
"$112,500",44,Trigg,Cadiz,2,0,3,0.4,1332,1978,Yes,1,0
"$112,500",488,McCracken,Paducah,2,0,3,0,1769,1991,No,2,0
"$112,500",262,Graves,Mayfield,2,1,3,0.2,1560,1994,No,2,0
"$112,500",117,Calloway,Murray,2,0,3,0.46,1536,2006,No,2,0
"$112,500",57,Calloway,Murray,1,0,2,34,1204,2002,No,2,0
"$112,500",132,Calloway,Murray,2,0,3,0.75,1508,2005,No,2,0
"$112,500",53,McCracken,Paducah,2,0,3,0.37,1504,,No,2,1
"$112,500",42,Livingston,Ledbetter,1,0,4,0.4,1450,1977,No,2,0
