Price,Days On Market,County,City,# Full Baths,# Half Baths,# of Bedrooms,Approx Number of Acres,Approx Total Sq Ft,Approximate Year Built,Basement,Garage Capacity,Carport Capacity
$550,0,Christian,Hopkinsville,0,0,0,0.52,1156,,No,0,0
$550,0,Christian,Hopkinsville,0,0,3,0.63,1224,,No,2,0
"$1,000",0,McCracken,Paducah,1,0,2,0.31,612,1953,No,0,0
"$1,200",305,McCracken,Paducah,1,0,2,0.18,1260,1897,No,0,0
"$1,650",0,Christian,Hopkinsville,1,0,2,0.08,1199,,No,0,0
"$2,000",48,McCracken,Paducah,1,0,2,0.1,1023,1960,No,0,0
"$2,750",0,Graves,Mayfield,1,0,3,0.27,1567,,No,0,0
"$2,750",0,Christian,Hopkinsville,1,0,2,0.1,847,,No,0,0
"$3,000",34,McCracken,Paducah,0,0,2,0.17,1196,1937,No,0,0
"$3,000",863,McCracken,Paducah,1,0,2,0,936,1932,No,0,0
"$3,190",0,Christian,Hopkinsville,1,0,3,0.15,1360,,No,0,0
"$4,000",47,McCracken,Paducah,1,0,2,0,816,1951,No,0,2
"$4,000",83,Caldwell,Princeton,1,0,3,0.14,864,,No,0,0
"$4,400",39,Christian,Hopkinsville,1,0,2,0.25,864,,No,0,0
"$4,400",39,Christian,Hopkinsville,1,0,3,0.25,776,,No,0,0
"$4,800",98,McCracken,Paducah,2,0,2,0.16,1220,1907,No,0,0
"$4,975",52,Christian,Hopkinsville,1,0,2,0.25,1150,,No,0,0
"$5,250",8,Christian,Hopkinsville,1,0,2,0.24,896,,No,0,0
"$5,280",0,Lyon,Kuttawa,0,0,0,1,1045,,No,0,0
"$5,500",941,McCracken,Paducah,1,0,2,0,1040,,No,0,0
"$5,500",23,McCracken,Paducah,1,0,3,0.16,1444,1915,Yes,2,0
"$5,500",0,Christian,Hopkinsville,1,0,3,0.25,875,,No,1,0
"$5,800",52,Christian,Hopkinsville,1,0,3,0.25,2460,,No,0,0
"$6,000",20,McCracken,Paducah,1,0,2,0,864,,No,1,0
"$6,000",0,Graves,Mayfield,1,0,1,0.5,425,1950,No,0,0
"$6,000",33,McCracken,Paducah,1,0,3,0.11,960,1967,No,0,0
"$6,000",33,McCracken,Paducah,1,0,2,0.13,720,1939,No,0,0
"$6,325",0,Graves,Hopkinsville,0,0,0,0.29,1475,,No,0,0
"$6,400",221,Ballard,Wickliffe,1,0,2,0.49,1366,1969,No,0,0
"$6,600",0,Graves,Mayfield,1,0,2,0.13,948,,No,0,0
"$7,000",22,Graves,Mayfield,1,0,2,0,975,,No,0,1
"$7,000",149,McCracken,Paducah,1,0,2,0.3,1110,1940,No,0,0
"$7,150",0,Christian,Hopkinsville,0,0,0,0.16,1856,,No,0,0
"$7,500",104,Fulton,Fulton,1,0,2,0,950,,Yes,0,0
"$7,500",170,McCracken,Paducah,1,0,2,0,1170,1924,No,0,0
"$7,500",48,McCracken,Paducah,1,0,1,0.2,1134,1940,No,0,0
"$8,000",60,Graves,Mayfield,1,0,1,0.5,425,1950,No,0,0
"$8,000",483,Fulton,Hickman,1,0,2,0.2,1231,1910,No,0,1
"$8,000",39,Caldwell,Princeton,0,0,0,2.32,939,,No,0,0
"$8,000",284,McCracken,Paducah,3,0,3,0.12,2042,1897,No,0,0
"$8,200",113,Hickman,Fulton,2,0,4,0.16,2038,,No,0,0
"$8,250",64,McCracken,Paducah,1,0,2,0.15,1232,,Yes,0,0
"$8,500",21,Calloway,Murray,1,0,2,0.33,872,,No,0,0
"$8,500",58,Caldwell,Princeton,2,0,3,0.17,1781,,No,0,0
"$8,500",0,Marshall,Benton,1,0,2,0.3,906,1979,No,0,2
"$8,500",456,Trigg,Cadiz,2,0,2,0.2,1510,,No,0,0
"$8,500",0,Graves,Mayfield,0,0,0,0.16,1408,,No,0,0
"$8,900",84,Ballard,Kevil,1,0,3,0.2,1300,1979,No,0,2
"$9,000",1222,Hickman,Clinton,1,0,2,0.33,1097,,No,2,0
"$9,000",20,Marshall,Benton,1,0,2,0.2,1248,1924,No,0,1
"$9,000",59,McCracken,Paducah,1,0,3,1,1462,,Yes,0,0
"$9,000",58,McCracken,Paducah,1,0,2,0.09,1000,,No,0,0
"$9,000",45,Christian,Hopkinsville,1,0,2,0.5,900,,No,0,0
"$9,500",339,Livingston,Burna,1,0,2,0.75,1092,,No,1,0
"$9,630",0,Christian,Hopkinsville,1,0,3,0.2,1008,,No,0,0
"$9,900",0,Graves,Mayfield,1,0,2,0.25,825,,No,0,0
"$9,900",21,Marshall,Benton,1,0,2,0.45,1100,1968,No,0,0
"$10,000",119,McCracken,Paducah,1,0,1,0,992,1897,No,0,0
"$10,000",71,Hopkins,Dawson Springs,1,0,2,0.34,544,,No,0,0
"$10,000",46,Christian,Hopkinsville,1,0,2,0.25,1192,,No,0,0
"$10,000",276,Carlisle,Arlington,2,0,3,0.5,1325,,Yes,0,2
"$10,000",27,Graves,Mayfield,1,0,2,0.61,676,,Yes,0,0
"$10,000",58,McCracken,Paducah,1,0,2,0.17,952,1925,No,2,0
"$10,000",0,McCracken,Paducah,1,0,2,0.18,1224,,No,2,0
"$10,000",105,McCracken,Paducah,2,0,3,0.15,1971,1877,Yes,2,0
"$10,000",54,Calloway,Murray,1,0,2,0.87,600,,No,0,0
"$10,000",658,McCracken,Paducah,0,4,0,0,7500,,Yes,0,0
"$10,000",120,McCracken,Paducah,1,0,2,0.58,924,,No,0,0
"$10,000",58,Hickman,Wingo,1,0,2,1,975,1970,No,0,1
"$10,000",0,McCracken,Paducah,1,0,3,0.15,1264,1913,No,0,0
"$10,000",254,McCracken,Paducah,1,0,2,0,1185,1904,No,0,0
"$10,000",283,Graves,Water Valley,0,0,2,0.3,1200,,No,0,0
"$10,000",384,Marshall,Calvert City,1,0,3,0.39,1650,,No,0,0
"$10,000",34,Crittenden,Marion,1,0,2,0.3,775,,No,0,0
"$10,000",37,McCracken,Paducah,1,0,3,1.85,1460,1951,No,0,0
"$10,000",88,Graves,Water Valley,2,0,2,1.1,1786,1950,No,0,0
"$10,000",217,Marshall,Hardin,1,0,1,0.5,760,0,No,0,1
"$10,000",61,McCracken,Paducah,1,0,2,0.42,994,1887,No,0,0
"$10,175",83,Graves,Mayfield,1,0,3,0.29,1286,,No,0,1
"$10,450",0,Graves,Mayfield,1,0,2,0.26,828,,No,0,0
"$10,450",0,Graves,Mayfield,1,0,3,0.2,1396,,No,0,0
"$10,500",0,Marshall,Symsonia,2,0,3,4,1200,,No,2,0
"$11,000",15,Graves,Mayfield,1,0,2,0.5,1144,,No,0,0
"$11,000",84,McCracken,Paducah,1,0,3,0.11,1392,1924,No,0,0
"$11,000",0,Graves,Mayfield,1,0,2,1,1000,,No,1,0
"$11,000",92,McCracken,Paducah,1,0,2,0.23,1400,,No,0,0
"$11,000",23,McCracken,Paducah,2,0,2,0.17,1050,1927,No,0,1
"$11,000",42,Graves,Mayfield,1,0,2,0.21,1218,,No,0,0
"$11,000",0,Calloway,Hazel,1,1,3,1.84,1166,,No,0,0
"$11,000",156,Caldwell,Princeton,1,0,2,0.27,3907,,Yes,0,0
"$11,200",23,McCracken,Paducah,1,0,3,0.17,1056,1976,No,0,1
"$11,400",0,Graves,Mayfield,1,0,2,0.2,1185,,No,0,1
"$12,000",11,McCracken,Paducah,1,0,2,0.12,1036,1949,No,1,1
"$12,000",30,Crittenden,Marion,1,0,2,0.17,996,,No,0,0
"$12,000",35,McCracken,Paducah,1,0,2,0.12,1056,1922,No,1,0
"$12,000",15,Graves,Mayfield,1,0,3,0.17,1408,,No,0,0
"$12,000",360,Fulton,Hickman,2,0,3,0.53,2336,,No,0,0
"$12,000",48,Carlisle,Bardwell,0,0,4,0.39,2259,,No,0,0
"$12,000",242,McCracken,Paducah,1,0,3,0.4,1022,,No,1,0
"$12,000",366,McCracken,Paducah,1,0,2,0,960,1975,No,0,0
"$12,000",78,McCracken,Paducah,1,0,3,0,1164,1949,No,1,0
"$12,000",105,McCracken,Melber,1,0,2,0.45,1728,1911,No,2,0
"$12,100",0,McCracken,Paducah,2,0,3,0,1302,1924,No,0,1
"$12,500",190,Graves,Mayfield,1,1,3,1.57,988,,No,0,0
"$12,500",16,Graves,Mayfield,1,0,2,0.12,1292,,No,0,0
"$12,500",29,Crittenden,Marion,1,0,2,0.55,888,,No,0,0
"$12,500",0,McCracken,Paducah,1,0,2,0.5,1000,1950,No,0,0
"$12,500",331,Ballard,Wickliffe,1,0,3,0.25,1249,,No,0,0
"$12,500",60,Caldwell,Fredonia,2,0,2,2.6,1768,1930,No,0,0
"$12,500",206,Marshall,Benton,1,0,2,0.25,1229,,No,0,0
"$12,500",131,Ballard,Wickliffe,1,0,2,0.16,1200,,No,0,0
"$12,500",27,McCracken,Paducah,1,0,1,0.07,655,1900,No,0,0
"$12,600",28,Graves,Mayfield,2,0,3,0.21,1697,,No,0,0
"$13,000",287,Calloway,Hazel,2,0,3,0.28,1500,1920,No,1,0
"$13,000",35,McCracken,Paducah,1,0,2,0.16,1360,1953,No,0,0
"$13,000",16,McCracken,Paducah,1,9,2,0.16,896,1970,No,0,0
"$13,100",46,Christian,Hopkinsville,1,0,2,0.25,832,,No,0,0
"$13,200",0,Tennessee,Other,1,0,2,9,712,,No,0,0
"$13,300",0,Other,Other,1,0,2,0,1048,,No,0,0
"$13,500",112,Calloway,Murray,1,0,2,0.24,825,,No,1,0
"$13,500",0,McCracken,Paducah,1,0,2,0.12,1200,,No,0,0
"$13,500",31,Graves,Mayfield,1,0,2,0.35,609,1960,No,0,0
"$13,995",97,Marshall,Benton,1,0,2,0.26,1184,1953,No,0,0
"$14,000",0,McCracken,Paducah,1,0,2,0.21,1064,1926,No,0,0
"$14,000",87,Fulton,Hickman,1,1,3,0.13,1309,,No,0,0
"$14,000",190,Calloway,Murray,1,0,2,0.34,958,,Yes,0,0
"$14,000",16,McCracken,Paducah,1,0,3,0.17,936,1955,No,0,0
"$14,000",128,Calloway,Murray,1,0,4,0.85,1272,,No,1,0
"$14,000",0,McCracken,Paducah,1,0,1,0,1161,1897,No,0,0
"$14,000",56,Calloway,New Concord,0,1,1,0.36,198,2015,No,0,0
"$14,500",46,Caldwell,Princeton,1,0,2,0.25,648,1950,No,0,1
"$14,550",62,McCracken,Paducah,2,0,3,0.16,1046,1922,No,0,0
"$14,600",1049,Trigg,Cadiz,1,0,2,0.2,592,,No,0,0
"$14,800",52,Christian,Hopkinsville,1,0,2,0.4,900,,No,0,0
"$14,800",52,Christian,Hopkinsville,1,0,3,0.25,875,,No,0,0
"$15,000",0,McCracken,Paducah,2,0,3,0,1500,1980,No,2,0
"$15,000",200,McCracken,Paducah,2,0,5,0.16,1620,1892,No,0,0
"$15,000",270,McCracken,Paducah,2,0,2,0.33,2730,1890,No,0,0
"$15,000",99,Trigg,Cadiz,1,0,2,0.69,1821,,No,0,0
"$15,000",0,McCracken,Paducah,1,0,3,0,1050,,No,0,0
"$15,000",0,Graves,Mayfield,1,0,2,0.22,1067,,No,0,1
"$15,000",28,Carlisle,Arlington,1,0,5,0.31,2700,,No,2,0
"$15,000",471,Lyon,Kuttawa,1,0,2,0.6,960,1967,No,0,1
"$15,000",757,Lyon,Eddyville,1,0,3,1,1315,,Yes,0,0
"$15,000",76,Livingston,Grand Rivers,1,0,4,0.51,1055,,No,0,2
"$15,000",46,Calloway,Murray,2,0,5,0.25,2399,,No,0,1
"$15,000",35,McCracken,Paducah,1,0,3,0.16,1900,1915,Yes,2,0
"$15,000",30,Carlisle,Bardwell,1,0,1,1,800,1980,No,0,0
"$15,000",10,McCracken,Paducah,1,0,1,0.04,672,1907,No,0,0
"$15,000",32,Calloway,Murray,1,0,2,0.2,0,,No,0,0
"$15,000",203,McCracken,Paducah,1,0,1,0.1,1592,1917,No,1,0
"$15,000",85,McCracken,Paducah,2,0,4,0.15,1660,1930,No,0,0
"$15,000",49,Fulton,Fulton,1,0,2,0.33,768,,No,0,1
"$15,000",20,McCracken,Paducah,1,0,2,0.28,780,,No,0,1
"$15,000",251,Crittenden,Marion,1,0,2,0.1,910,1950,No,1,0
"$15,000",46,Calloway,Murray,1,0,2,0.3,1010,,No,0,0
"$15,000",0,Marshall,Benton,1,0,2,0.08,966,1966,No,0,0
"$15,000",16,McCracken,Paducah,1,0,3,0.22,1440,1926,Yes,0,0
"$15,000",74,McCracken,Paducah,0,1,0,0.15,1224,,No,0,0
"$15,000",278,McCracken,Paducah,1,1,3,0,1194,1900,No,0,0
"$15,000",111,McCracken,Paducah,1,0,2,0.15,840,,Yes,0,0
"$15,000",46,McCracken,Paducah,1,0,2,0.2,960,,No,0,0
"$15,000",76,Graves,Water Valley,1,0,3,0.5,1040,,No,1,2
"$15,400",0,Graves,Mayfield,1,0,3,0.27,1365,,No,0,0
"$15,750",304,McCracken,Paducah,1,0,2,0.15,1102,1928,No,0,0
"$15,950",0,Calloway,Murray,1,0,2,1.62,936,,No,0,0
"$16,000",74,Fulton,Hickman,2,0,3,0.53,2336,,No,0,0
"$16,000",163,McCracken,Paducah,1,0,2,0.2,824,1934,No,0,0
"$16,000",96,McCracken,Paducah,1,0,3,0,1200,,No,0,0
"$16,000",132,McCracken,Paducah,1,1,2,0.14,1233,1957,Yes,1,0
"$16,000",287,McCracken,Paducah,1,0,2,0.7,816,1971,No,0,0
"$16,000",83,McCracken,Paducah,1,0,2,0.2,905,,No,0,0
"$16,300",69,Trigg,Cadiz,1,0,2,0.77,908,,No,0,0
"$16,500",47,Christian,Hopkinsville,1,0,2,0.25,737,,No,0,0
"$16,500",0,McCracken,Paducah,1,0,3,0,864,1954,No,0,0
"$16,500",50,McCracken,Paducah,1,0,3,0.17,1049,1949,No,1,0
"$16,500",46,Christian,Hopkinsville,1,0,3,0.25,804,,No,0,0
"$16,500",47,Caldwell,Princeton,1,0,2,0.09,811,,No,0,0
"$16,500",196,Trigg,Cadiz,1,0,1,0.23,672,1973,No,0,0
"$16,500",255,McCracken,Paducah,1,0,3,0.37,960,1970,No,2,0
"$17,000",96,McCracken,Paducah,1,0,1,0.13,756,1927,No,0,0
"$17,000",21,McCracken,Paducah,1,0,2,0.33,625,1942,No,1,0
"$17,000",19,McCracken,Paducah,1,1,3,0.16,1400,1951,No,1,0
"$17,000",22,Marshall,Benton,1,0,2,0.87,1760,1950,Yes,0,0
"$17,000",0,Caldwell,Princeton,1,0,2,0.25,1014,1927,No,0,0
"$17,000",0,Crittenden,Marion,1,0,2,2.25,860,,No,0,0
"$17,000",17,Calloway,Murray,1,0,4,0.38,1388,,No,0,0
"$17,000",28,McCracken,Paducah,2,0,2,0.17,1050,,No,0,1
"$17,000",86,McCracken,Paducah,1,0,2,0.16,1516,1917,Yes,0,0
"$17,000",147,McCracken,Paducah,1,0,3,0.17,1140,1927,No,1,0
"$17,000",103,McCracken,Kevil,1,0,3,1,1112,1939,Yes,1,0
"$17,000",0,McCracken,Paducah,1,0,2,0,822,1951,No,1,0
"$17,000",19,Caldwell,Princeton,1,0,1,0.31,698,1940,Yes,0,0
"$17,000",99,Calloway,Murray,1,0,2,0.12,1047,1920,No,0,0
"$17,000",35,Ballard,LaCenter,1,0,2,0.13,550,,No,0,0
"$17,120",0,Christian,Hopkinsville,1,0,2,0.3,864,,No,0,0
"$17,500",124,Caldwell,Princeton,1,1,3,0.38,1386,,Yes,0,0
"$17,500",106,McCracken,Paducah,1,0,2,0.24,1374,1907,Yes,2,0
"$17,500",44,Carlisle,Arlington,1,0,3,0.33,1365,,No,0,0
"$17,500",0,McCracken,Paducah,1,0,2,0.15,1170,1992,No,0,0
"$17,500",98,McCracken,Paducah,1,0,2,0.22,952,1922,No,0,0
"$17,500",80,Christian,Hopkinsville,1,0,2,0.1,2004,,No,0,0
"$17,500",47,McCracken,Paducah,1,0,2,0.19,1161,,No,0,0
"$17,500",44,McCracken,Paducah,1,0,2,0.18,1519,1902,Yes,0,0
"$17,500",129,McCracken,Paducah,1,0,2,1,1194,1955,No,0,1
"$17,600",0,Graves,Mayfield,1,0,3,0.54,1288,,No,0,0
"$17,600",0,Graves,Mayfield,1,0,3,0.48,1478,,No,0,0
"$18,000",371,Livingston,Salem,1,0,1,0.73,852,,No,0,0
"$18,000",0,McCracken,Paducah,2,0,3,0,2356,,Yes,1,0
"$18,000",218,Trigg,Cadiz,1,0,1,0.15,424,,No,0,0
"$18,000",68,Carlisle,Arlington,1,2,3,0.46,1797,,No,0,0
"$18,000",0,McCracken,Paducah,1,0,2,0.12,1264,1902,No,0,0
"$18,000",33,McCracken,Paducah,1,0,2,0.19,1008,,No,1,0
"$18,000",100,Graves,Mayfield,1,0,2,0.12,1025,,No,1,0
"$18,000",9,Trigg,Cadiz,2,0,3,0.5,1600,,No,0,0
"$18,000",249,McCracken,Paducah,1,0,3,0.14,1200,,No,0,0
"$18,000",148,Caldwell,Princeton,1,0,3,0.5,992,1950,Yes,2,0
"$18,000",24,Crittenden,Fredonia,1,0,2,1.2,960,,No,0,0
"$18,000",87,McCracken,Paducah,1,0,3,0,1754,1950,No,1,1
"$18,000",45,McCracken,Paducah,2,0,2,0.14,960,1957,No,0,0
"$18,000",197,Crittenden,Marion,2,0,2,0.37,1951,,Yes,0,0
"$18,000",45,McCracken,Paducah,2,0,3,0.12,1040,,No,2,0
"$18,000",58,Livingston,Smithland,2,0,3,0.48,1056,2001,No,0,0
"$18,000",62,Ballard,Barlow,1,0,2,0.18,1152,1990,No,0,0
"$18,000",27,Carlisle,Bardwell,1,0,2,0.34,972,1900,No,0,0
"$18,000",20,McCracken,Paducah,1,0,2,0.19,894,1959,No,0,0
"$18,075",0,Graves,Mayfield,1,0,3,0.12,1173,,No,0,1
"$18,190",0,Christian,Hopkinsville,1,0,2,0.3,1410,,No,0,0
"$18,500",25,Marshall,Calvert City,1,0,3,0.39,1650,,No,0,0
"$18,500",141,Marshall,Benton,0,1,3,0.14,960,1950,Yes,0,0
"$18,700",0,Graves,Mayfield,1,0,2,1,1222,,No,0,0
"$18,725",0,Christian,Hopkinsville,1,0,2,0.5,2276,,No,0,0
"$18,919",76,McCracken,Paducah,2,0,3,0.22,1024,,No,0,1
"$19,000",120,Marshall,Calvert City,1,1,3,0.19,1300,1970,No,1,0
"$19,000",44,McCracken,Paducah,1,0,4,0.81,1252,,No,1,0
"$19,000",145,McCracken,Paducah,1,0,2,0.21,900,1959,No,1,0
"$19,000",48,Fulton,Fulton,2,0,3,0.3,1500,1925,No,0,1
"$19,000",18,McCracken,Paducah,1,0,2,0.23,816,,No,0,0
"$19,000",60,Calloway,Dexter,1,0,3,2.94,912,,No,0,0
"$19,000",11,Lyon,Eddyville,1,0,2,0.5,1000,,No,0,0
"$19,000",47,Caldwell,Princeton,1,0,2,0.3,1000,,No,1,0
"$19,000",43,McCracken,Paducah,1,0,2,0.16,896,1957,No,2,0
"$19,000",147,Marshall,Benton,2,0,3,1.5,1320,0,No,3,0
"$19,450",100,Lyon,Kuttawa,1,0,2,0.11,850,,No,0,1
"$19,500",42,Caldwell,Princeton,1,0,2,0.2,720,,No,0,0
"$19,500",19,Caldwell,Princeton,1,0,3,0.5,1000,,No,1,1
"$19,500",0,Graves,Mayfield,1,0,2,0.19,896,,No,0,0
"$19,500",42,Caldwell,Princeton,2,0,2,0.1,1190,,No,0,0
"$19,750",120,Marshall,Benton,1,0,2,0.26,880,1979,No,0,0
"$19,800",52,Christian,Hopkinsville,1,0,2,0.25,1952,,Yes,0,0
"$19,800",52,Christian,Hopkinsville,3,0,3,0.25,1370,,No,1,0
"$19,900",29,McCracken,Paducah,1,0,2,0.25,825,1953,No,0,0
"$19,900",94,McCracken,Paducah,1,0,3,0,1069,1953,No,0,1
"$20,000",31,Graves,Mayfield,3,0,5,0.79,4196,,Yes,0,1
"$20,000",0,Graves,Melber,3,1,5,2.5,3760,,No,2,0
"$20,000",323,Graves,Fulton,1,0,3,0.78,1300,,No,0,1
"$20,000",174,McCracken,Paducah,1,0,2,0,1164,,No,0,0
"$20,000",576,McCracken,Paducah,1,0,2,0.12,728,1952,No,0,0
"$20,000",244,Ballard,Barlow,2,0,3,1.08,1124,1978,No,2,0
"$20,000",416,Marshall,Benton,2,0,3,7,1900,,Yes,4,0
"$20,000",104,Marshall,Calvert City,1,0,3,0.3,1000,1962,No,0,0
"$20,000",98,Graves,Mayfield,1,0,3,0.15,1224,1961,No,0,1
"$20,000",166,Livingston,Grand Rivers,1,0,2,0.17,840,1997,No,0,0
"$20,000",184,Trigg,Cadiz,2,0,3,1.5,1470,,No,2,2
"$20,000",651,McCracken,Paducah,1,0,3,0.43,1510,1897,No,0,0
"$20,000",417,McCracken,Paducah,1,0,2,0.22,1144,1938,No,0,0
"$20,000",28,McCracken,Paducah,1,0,1,1,864,,No,1,0
"$20,000",174,McCracken,Paducah,1,0,2,0,1164,,No,0,0
"$20,000",335,McCracken,Paducah,1,0,2,0.2,1050,1927,Yes,2,0
"$20,000",21,Graves,Mayfield,1,0,2,0.35,609,1960,No,0,0
"$20,000",197,Graves,Sedalia,1,0,1,0.18,504,,No,1,0
"$20,000",19,Hopkins,Dawson Springs,1,0,1,7,1000,,No,0,0
"$20,000",76,McCracken,Paducah,3,0,5,0.55,1504,1905,No,3,0
"$20,000",112,Caldwell,Princeton,2,0,2,0.3,1450,,No,0,0
"$20,000",126,Graves,Mayfield,1,0,2,4.13,1001,,No,3,0
"$20,000",129,Marshall,Hardin,1,0,1,0.01,320,,No,0,0
"$20,000",0,Graves,Mayfield,2,0,3,0.59,2052,,No,0,0
"$20,000",174,McCracken,Paducah,1,0,2,0,1164,,No,0,0
"$20,000",1094,Graves,Mayfield,1,0,2,0.14,851,,No,0,1
"$20,000",197,Graves,Mayfield,1,1,3,8.5,2026,,No,0,0
"$20,000",136,McCracken,Paducah,1,0,2,0,720,1947,No,1,1
"$20,000",252,McCracken,Paducah,2,0,2,0.17,1010,,No,0,1
"$20,000",33,Marshall,Calvert City,1,1,2,2.94,1580,1960,No,2,0
"$20,000",55,Marshall,Benton,1,0,2,0.26,1079,1962,No,1,0
"$20,000",0,Hickman,Clinton,1,0,3,0.37,1786,,No,0,0
"$20,000",393,Ballard,Barlow,1,0,2,0.19,720,1976,No,0,1
"$20,000",43,Livingston,Ledbetter,1,0,3,1.75,1644,1955,No,2,0
"$20,000",0,Graves,Mayfield,1,0,2,0.2,1178,,No,2,0
"$20,000",69,Trigg,Cadiz,1,0,3,0.77,1188,,No,0,0
"$20,000",10,Calloway,Murray,1,0,3,0.23,1536,1940,No,0,1
"$20,000",0,McCracken,Paducah,2,0,3,0.19,2501,1916,Yes,3,0
"$20,500",121,Lyon,Kuttawa,1,0,1,1,800,,No,0,1
"$20,900",68,Marshall,Benton,1,0,2,0.98,1112,,No,1,0
"$20,900",45,Christian,Hopkinsville,1,0,2,0.25,818,,Yes,0,0
"$21,000",40,McCracken,Paducah,1,0,2,0.2,812,,No,2,0
"$21,000",58,McCracken,Paducah,1,0,2,0.14,1103,1927,No,0,2
"$21,000",90,McCracken,Paducah,1,0,2,0.17,952,,No,0,0
"$21,000",37,McCracken,Paducah,1,1,3,0.37,840,,No,2,0
"$21,000",23,Trigg,Cadiz,1,0,2,0.4,650,,Yes,1,0
"$21,000",785,Marshall,Benton,1,0,3,3.8,900,1979,Yes,2,0
"$21,000",37,Caldwell,Princeton,2,0,3,0.4,1396,,Yes,0,0
"$21,000",398,McCracken,Paducah,1,0,2,0,720,1947,No,1,1
"$21,000",104,McCracken,Paducah,1,0,2,0.34,1131,,No,0,2
"$21,000",59,Graves,Mayfield,1,0,2,0.26,1076,1940,No,0,1
"$21,000",76,McCracken,Paducah,1,0,3,0.21,1213,,No,0,0
"$21,000",139,Carlisle,Arlington,1,0,2,0.25,861,,No,0,0
"$21,000",567,McCracken,Paducah,1,0,2,1.39,1195,1960,No,0,1
"$21,200",27,Caldwell,Princeton,1,0,2,0.87,834,,No,0,1
"$21,350",105,Caldwell,Princeton,1,0,2,0.18,864,,No,0,0
"$21,500",55,McCracken,Paducah,1,0,2,0.45,1032,1953,No,0,1
"$21,500",50,McCracken,Paducah,1,0,2,0.2,850,1955,No,0,0
"$21,500",96,Marshall,Gilbertsville,1,0,1,0.36,932,1960,No,0,0
"$21,500",32,McCracken,Paducah,1,0,3,1,1510,,No,0,0
"$21,900",21,Marshall,Benton,1,1,3,0.5,988,,No,3,1
"$22,000",42,McCracken,Paducah,1,0,3,0.28,1008,1952,No,0,0
"$22,000",0,McCracken,Paducah,1,0,2,0,1479,,No,0,0
"$22,000",28,McCracken,Paducah,1,0,2,0.3,909,,No,1,0
"$22,000",0,Graves,Mayfield,1,0,2,0.17,931,,No,1,0
"$22,000",0,Graves,Mayfield,2,0,3,0.52,1008,,No,0,2
"$22,000",391,Calloway,Murray,1,0,2,0.2,884,,No,0,0
"$22,000",46,McCracken,Paducah,1,0,2,0,1110,1929,Yes,0,0
"$22,000",249,McCracken,Paducah,3,0,4,0.18,2517,1917,Yes,2,0
"$22,000",909,Calloway,Murray,1,0,3,1.8,1588,,No,0,0
"$22,000",243,McCracken,Paducah,1,0,2,0.2,1400,,No,0,1
"$22,000",36,Graves,Mayfield,1,0,2,0.13,923,,No,0,1
"$22,500",127,McCracken,Paducah,1,0,3,0.38,1326,1910,No,0,0
"$22,500",21,Caldwell,Princeton,1,0,2,0.25,984,,No,0,0
"$22,500",16,Marshall,Benton,1,0,3,0.2,1038,1962,No,1,0
"$22,500",200,McCracken,Paducah,1,0,2,0.25,990,1932,No,2,0
"$22,500",22,Marshall,Benton,2,0,2,0.14,684,1955,No,0,0
"$22,600",137,Marshall,Benton,1,0,2,0.12,784,1945,No,1,0
"$22,660",88,Trigg,Cadiz,2,0,3,0.25,1800,,Yes,1,0
"$22,900",149,Livingston,Salem,1,0,2,0.23,1152,,No,0,0
"$23,000",69,Hickman,Clinton,1,1,2,0.5,1040,,No,0,0
"$23,000",65,Graves,Mayfield,1,0,2,0.69,1200,,No,0,0
"$23,000",382,Graves,Wingo,1,0,2,0.45,720,,No,1,0
"$23,000",97,McCracken,Paducah,2,0,2,0.18,1457,1907,No,0,0
"$23,000",99,Marshall,Benton,1,1,2,0.3,1210,1950,No,1,0
"$23,000",21,McCracken,Paducah,1,0,2,0.19,1384,,No,2,0
"$23,000",0,Ballard,Wickliffe,1,0,2,0.4,768,,No,0,0
"$23,250",132,Graves,Mayfield,1,0,2,0.26,900,,No,1,1
"$23,250",96,Fulton,Fulton,1,0,2,0.25,1388,,No,0,0
"$23,250",96,Fulton,Fulton,1,0,2,0.25,1772,1919,Yes,0,0
"$23,500",24,Caldwell,Princeton,1,0,2,0.25,1222,1930,No,0,1
"$23,500",42,Carlisle,Bardwell,1,0,4,0.75,1725,,No,0,0
"$23,500",0,McCracken,Paducah,1,0,2,0.12,962,1952,No,0,0
"$23,500",47,Calloway,Murray,1,0,2,0,806,0,No,0,0
"$23,500",217,McCracken,Paducah,1,0,2,0,1300,1897,Yes,0,0
"$23,500",147,Livingston,Tiline,1,0,2,1,1110,,No,0,0
"$23,540",0,Christian,Hopkinsville,2,0,3,0.5,1392,,No,0,0
"$23,750",0,Graves,Mayfield,1,0,2,5.41,1079,1940,No,1,1
"$23,800",501,Marshall,Gilbertsville,1,0,3,0.2,1224,1955,No,2,2
"$23,999",266,Marshall,Benton,1,0,3,0.21,1260,1939,No,0,1
"$24,000",0,McCracken,Paducah,1,0,2,0.15,770,,No,0,0
"$24,000",76,Graves,Mayfield,1,0,2,0.14,1040,,No,0,0
"$24,000",401,Graves,Mayfield,1,0,2,0.09,819,,No,0,1
"$24,000",51,McCracken,Kevil,1,0,3,0,900,,No,1,0
"$24,000",70,Caldwell,Princeton,2,0,2,0.13,1290,,No,0,1
"$24,000",130,Caldwell,Princeton,1,0,2,0.11,1003,,No,0,0
